filename,type,distorted_mae,rectified_mae,mae_improvement_percent,distorted_rmse,rectified_rmse,rmse_improvement_percent
FAMILY-83__CHILD__FM083_C2__local.png,local,7.125737,7.7964764,-9.4129095,16.705578,18.225122,-9.096031
FAMILY-83__CHILD__FM083_C3__bending.png,bending,10.74727,3.942901,63.31254,26.094776,7.7376995,70.34771
FAMILY-83__CHILD__FM083_C3__elastic.png,elastic,12.07675,12.900211,-6.8185697,28.922277,29.331253,-1.4140505
FAMILY-83__CHILD__FM083_C3__local.png,local,5.362484,5.756557,-7.348703,12.49768,11.700311,6.3801365
FAMILY-83__CHILD__FM083_C4__bending.png,bending,7.515087,6.4373207,14.34137,16.77385,13.690567,18.381483
FAMILY-83__CHILD__FM083_C4__elastic.png,elastic,9.942622,10.323939,-3.8351767,21.957556,22.659029,-3.1946783
FAMILY-83__CHILD__FM083_C4__local.png,local,6.1823583,6.7333584,-8.912458,13.717963,14.6676,-6.9225764
FAMILY-83__CHILD__FM083_C5__bending.png,bending,9.160176,5.15904,43.679688,19.225246,10.354732,46.139927
FAMILY-83__CHILD__FM083_C5__elastic.png,elastic,10.598474,9.817244,7.3711557,22.765825,20.933218,8.049817
FAMILY-83__CHILD__FM083_C5__local.png,local,5.9747686,8.306143,-39.02033,12.729273,17.720495,-39.210587
FAMILY-83__FATHER__FM083_F1__bending.png,bending,10.966916,7.1476007,34.825794,24.192999,16.084457,33.516068
FAMILY-83__FATHER__FM083_F1__elastic.png,elastic,11.115533,11.750199,-5.7097254,23.823177,25.47547,-6.93565
FAMILY-83__FATHER__FM083_F1__local.png,local,7.1557517,9.737404,-36.078,15.834122,21.969416,-38.747295
FAMILY-83__FATHER__FM083_F2__bending.png,bending,9.425123,8.041533,14.679806,22.176556,18.203388,17.91607
FAMILY-83__FATHER__FM083_F2__elastic.png,elastic,10.21582,10.132235,0.81819904,23.62549,23.707775,-0.34828874
FAMILY-83__FATHER__FM083_F2__local.png,local,10.07412,11.213369,-11.308679,23.31664,26.094997,-11.915767
FAMILY-83__FATHER__FM083_F3__bending.png,bending,10.230529,6.315589,38.267227,22.866108,14.902035,34.82916
FAMILY-83__FATHER__FM083_F3__elastic.png,elastic,14.172054,13.75566,2.938136,32.68457,31.651302,3.1613328
FAMILY-83__FATHER__FM083_F3__local.png,local,8.3153305,9.645349,-15.994771,21.68986,24.442278,-12.689887
FAMILY-83__FATHER__FM083_F4__bending.png,bending,9.738201,11.55381,-18.644194,22.332575,27.810858,-24.530458
FAMILY-83__FATHER__FM083_F4__elastic.png,elastic,9.103496,9.588469,-5.327327,21.30053,24.018991,-12.762415
FAMILY-83__FATHER__FM083_F4__local.png,local,5.429747,12.252213,-125.64979,11.845841,29.241777,-146.85268
FAMILY-83__FATHER__FM083_F5__bending.png,bending,8.760962,7.5637555,13.6652355,19.195873,19.005423,0.9921438
FAMILY-83__FATHER__FM083_F5__elastic.png,elastic,8.825475,9.163465,-3.829707,20.058495,21.087328,-5.1291656
FAMILY-83__FATHER__FM083_F5__local.png,local,8.695532,9.730429,-11.901479,20.4756,23.717194,-15.831499
FAMILY-83__MOTHER__FM083_M1__bending.png,bending,12.609236,8.493244,32.64267,28.168203,18.23045,35.28004
FAMILY-83__MOTHER__FM083_M1__elastic.png,elastic,12.832569,11.253408,12.3058815,28.375334,24.530716,13.549155
FAMILY-83__MOTHER__FM083_M1__local.png,local,7.838349,10.67022,-36.128418,17.220257,22.176847,-28.78349
FAMILY-83__MOTHER__FM083_M2__bending.png,bending,7.324956,11.580237,-58.092926,15.313837,25.421293,-66.00211
FAMILY-83__MOTHER__FM083_M2__elastic.png,elastic,10.5977955,11.870854,-12.012487,23.394144,27.115955,-15.909158
FAMILY-83__MOTHER__FM083_M2__local.png,local,7.3540735,11.670121,-58.689213,15.840062,25.593416,-61.573963
FAMILY-83__MOTHER__FM083_M3__bending.png,bending,9.639489,4.462472,53.70634,23.991262,10.405245,56.629025
FAMILY-83__MOTHER__FM083_M3__elastic.png,elastic,8.512715,7.967096,6.409465,21.541765,19.151976,11.09375
FAMILY-83__MOTHER__FM083_M3__local.png,local,5.5714684,6.3637395,-14.22015,13.836718,15.56446,-12.486648
FAMILY-83__MOTHER__FM083_M4__bending.png,bending,8.383491,7.5169005,10.336864,20.75517,17.102396,17.599348
FAMILY-83__MOTHER__FM083_M4__elastic.png,elastic,12.0590725,12.685666,-5.1960344,28.955742,28.305977,2.2439935
FAMILY-83__MOTHER__FM083_M4__local.png,local,7.9914503,11.852958,-48.320484,19.008013,26.581846,-39.845478
FAMILY-83__MOTHER__FM083_M5__bending.png,bending,11.7815485,4.874661,58.624615,26.703033,10.979073,58.88455
FAMILY-83__MOTHER__FM083_M5__elastic.png,elastic,12.336515,13.245894,-7.3714414,28.770407,30.804504,-7.070104
FAMILY-83__MOTHER__FM083_M5__local.png,local,8.207928,9.82412,-19.690619,19.530125,21.833849,-11.795748
FAMILY-86__CHILD__FM086_C1__bending.png,bending,17.106127,15.895508,7.0771074,29.234976,26.662855,8.798094
FAMILY-86__CHILD__FM086_C1__elastic.png,elastic,17.777403,16.856405,5.180721,30.139606,28.305473,6.085458
FAMILY-86__CHILD__FM086_C1__local.png,local,15.591338,15.9365835,-2.214341,26.992659,26.692778,1.1109724
FAMILY-86__CHILD__FM086_C2__bending.png,bending,11.507673,9.156629,20.430235,23.07818,19.146036,17.038363
FAMILY-86__CHILD__FM086_C2__elastic.png,elastic,12.894332,11.8634,7.9952297,24.92858,22.630266,9.219591
FAMILY-86__CHILD__FM086_C2__local.png,local,9.549307,12.053532,-26.224152,19.56647,23.630163,-20.768663
FAMILY-86__CHILD__FM086_C3__bending.png,bending,11.743662,12.325892,-4.957828,23.899803,24.000114,-0.41971594
FAMILY-86__CHILD__FM086_C3__elastic.png,elastic,13.103735,12.70181,3.067256,25.632465,24.73607,3.497107
FAMILY-86__CHILD__FM086_C3__local.png,local,8.214943,10.618682,-29.260567,16.187143,19.963694,-23.330555
FAMILY-86__CHILD__FM086_C4__bending.png,bending,9.304887,7.889768,15.208338,18.94152,15.652833,17.362322
FAMILY-86__CHILD__FM086_C4__elastic.png,elastic,11.705237,11.342494,3.0989835,23.786219,22.577747,5.0805526
FAMILY-86__CHILD__FM086_C4__local.png,local,7.540378,8.491291,-12.610945,15.493894,17.02891,-9.907232
FAMILY-86__CHILD__FM086_C5__bending.png,bending,11.835718,8.852858,25.202194,23.711311,18.285604,22.882357
FAMILY-86__CHILD__FM086_C5__elastic.png,elastic,10.041494,10.271803,-2.2935684,19.732086,19.749277,-0.087121725
FAMILY-86__CHILD__FM086_C5__local.png,local,9.6121855,11.733817,-22.072311,19.071173,22.457432,-17.755903
FAMILY-86__FATHER__FM086_F1__bending.png,bending,14.655692,15.968311,-8.956378,24.962748,26.289194,-5.313704
FAMILY-86__FATHER__FM086_F1__elastic.png,elastic,15.099051,15.077348,0.14374226,25.443659,26.060951,-2.4261148
FAMILY-86__FATHER__FM086_F1__local.png,local,13.845085,16.779655,-21.195755,23.797249,27.97343,-17.549011
FAMILY-86__FATHER__FM086_F2__bending.png,bending,9.932259,7.008829,29.433683,20.78192,14.763462,28.960064
FAMILY-86__FATHER__FM086_F2__elastic.png,elastic,8.928292,9.193897,-2.9748688,18.937634,18.35064,3.0996175
FAMILY-86__FATHER__FM086_F2__local.png,local,8.948581,9.780851,-9.300588,19.053146,19.825613,-4.054273
FAMILY-86__FATHER__FM086_F3__bending.png,bending,10.806381,9.862723,8.732413,22.097536,19.835535,10.23644
FAMILY-86__FATHER__FM086_F3__elastic.png,elastic,11.101682,10.718491,3.4516492,23.711643,21.77387,8.172241
FAMILY-86__FATHER__FM086_F3__local.png,local,8.826112,11.293267,-27.952915,18.35026,21.98303,-19.796835
FAMILY-86__FATHER__FM086_F4__bending.png,bending,8.540198,7.9349093,7.0875287,17.655315,15.904368,9.917393
FAMILY-86__FATHER__FM086_F4__elastic.png,elastic,9.485352,8.83514,6.8549,19.646284,18.882288,3.8887565
FAMILY-86__FATHER__FM086_F4__local.png,local,7.6654973,10.024494,-30.774218,15.9473295,20.797174,-30.411642
FAMILY-86__FATHER__FM086_F5__bending.png,bending,10.750957,7.253966,32.527252,22.550089,14.995716,33.500412
FAMILY-86__FATHER__FM086_F5__elastic.png,elastic,11.398577,11.537329,-1.2172747,24.559448,25.038435,-1.9503156
FAMILY-86__FATHER__FM086_F5__local.png,local,7.6543765,10.634447,-38.9329,16.019522,21.459244,-33.956833
FAMILY-86__MOTHER__FM086_M1__bending.png,bending,15.288026,10.024215,34.430943,28.993664,19.446459,32.928593
FAMILY-86__MOTHER__FM086_M1__elastic.png,elastic,14.923131,14.608179,2.1104946,28.558142,27.07,5.2109203
FAMILY-86__MOTHER__FM086_M1__local.png,local,11.066805,13.976542,-26.292482,21.494226,25.880167,-20.405203
FAMILY-86__MOTHER__FM086_M2__bending.png,bending,8.258869,6.1345663,25.721472,20.979305,14.32667,31.710466
FAMILY-86__MOTHER__FM086_M2__elastic.png,elastic,9.672473,9.934391,-2.707871,24.7845,25.342588,-2.2517633
FAMILY-86__MOTHER__FM086_M2__local.png,local,6.1124444,7.4751472,-22.293911,15.420031,18.098495,-17.370037
FAMILY-86__MOTHER__FM086_M3__bending.png,bending,7.7847776,4.6129622,40.743816,19.24485,11.135375,42.138416
FAMILY-86__MOTHER__FM086_M3__elastic.png,elastic,6.488939,5.9836774,7.7865033,16.173578,13.661717,15.530644
FAMILY-86__MOTHER__FM086_M3__local.png,local,5.5867944,6.685507,-19.66624,13.639437,16.355515,-19.913416
FAMILY-86__MOTHER__FM086_M4__bending.png,bending,9.26987,4.4118505,52.406555,21.939533,9.860031,55.05816
FAMILY-86__MOTHER__FM086_M4__elastic.png,elastic,9.782784,8.630481,11.7788925,22.93629,19.23134,16.153223
FAMILY-86__MOTHER__FM086_M4__local.png,local,6.240892,8.379205,-34.262936,14.751849,19.273842,-30.653736
FAMILY-86__MOTHER__FM086_M5__bending.png,bending,9.193778,5.1033363,44.491413,23.088707,11.834401,48.74377
FAMILY-86__MOTHER__FM086_M5__elastic.png,elastic,8.068838,7.446289,7.715473,20.384302,18.173988,10.843215
FAMILY-86__MOTHER__FM086_M5__local.png,local,5.858458,8.448083,-44.203182,15.008015,20.526567,-36.770706
FAMILY-89__CHILD__FM089_C1__bending.png,bending,15.510503,8.858618,42.88633,26.021091,15.000146,42.353897
FAMILY-89__CHILD__FM089_C1__elastic.png,elastic,13.963807,12.470983,10.69067,23.658798,21.070143,10.941619
FAMILY-89__CHILD__FM089_C1__local.png,local,10.922752,9.933354,9.058138,19.233898,17.157944,10.793207
FAMILY-89__CHILD__FM089_C2__bending.png,bending,12.105688,7.989577,34.001465,23.740862,15.893525,33.05414
FAMILY-89__CHILD__FM089_C2__elastic.png,elastic,13.672473,12.246154,10.43205,26.767046,23.595793,11.847603
FAMILY-89__CHILD__FM089_C2__local.png,local,11.227798,11.506657,-2.483641,22.0401,22.378225,-1.5341365
FAMILY-89__CHILD__FM089_C3__bending.png,bending,10.817681,7.4759445,30.891434,21.097748,14.53007,31.129757
FAMILY-89__CHILD__FM089_C3__elastic.png,elastic,11.628468,11.601921,0.2282887,22.672308,21.977404,3.0649915
FAMILY-89__CHILD__FM089_C3__local.png,local,7.491669,9.139928,-22.00122,15.000912,17.507223,-16.707727
FAMILY-89__CHILD__FM089_C4__bending.png,bending,10.833306,7.445751,31.26982,22.019527,14.8002825,32.78565
FAMILY-89__CHILD__FM089_C4__elastic.png,elastic,11.097078,11.55979,-4.169668,22.395752,22.922487,-2.3519428
FAMILY-89__CHILD__FM089_C4__local.png,local,8.834024,8.941307,-1.2144254,18.167795,17.622728,3.0001814
FAMILY-89__CHILD__FM089_C5__bending.png,bending,9.216517,6.4938617,29.541048,20.30494,14.367072,29.243464
FAMILY-89__CHILD__FM089_C5__elastic.png,elastic,8.545838,8.574498,-0.3353658,19.320042,18.480623,4.3448067
FAMILY-89__CHILD__FM089_C5__local.png,local,5.985112,7.854492,-31.233835,13.54227,16.742805,-23.633675
FAMILY-89__FATHER__FM089_F1__bending.png,bending,12.203902,9.7096815,20.437895,22.247746,17.343939,22.041815
FAMILY-89__FATHER__FM089_F1__elastic.png,elastic,12.916513,12.003588,7.067896,23.335848,21.45332,8.067109
FAMILY-89__FATHER__FM089_F1__local.png,local,9.306481,10.548609,-13.346908,17.560144,19.096966,-8.751759
FAMILY-89__FATHER__FM089_F2__bending.png,bending,10.752152,7.001774,34.88026,21.163757,13.010426,38.524975
FAMILY-89__FATHER__FM089_F2__elastic.png,elastic,11.510722,10.797572,6.195528,22.719893,20.736664,8.72904
FAMILY-89__FATHER__FM089_F2__local.png,local,9.417091,10.378228,-10.206303,18.747313,19.919619,-6.253196
FAMILY-89__FATHER__FM089_F3__bending.png,bending,9.217494,7.475865,18.894823,18.48427,13.944465,24.560371
FAMILY-89__FATHER__FM089_F3__elastic.png,elastic,10.321408,9.490812,8.047313,20.525478,18.205774,11.301583
FAMILY-89__FATHER__FM089_F3__local.png,local,7.355349,10.124442,-37.647335,14.590714,19.747957,-35.34606
FAMILY-89__FATHER__FM089_F4__bending.png,bending,10.845284,8.904615,17.894129,19.922876,15.247841,23.465664
FAMILY-89__FATHER__FM089_F4__elastic.png,elastic,12.831673,11.350227,11.545224,23.9521,21.068895,12.03738
FAMILY-89__FATHER__FM089_F4__local.png,local,9.764628,11.226204,-14.968061,18.081827,20.493624,-13.338235
FAMILY-89__FATHER__FM089_F5__bending.png,bending,7.2451572,5.617566,22.464539,16.416483,12.390749,24.522512
FAMILY-89__FATHER__FM089_F5__elastic.png,elastic,7.273916,7.3712335,-1.3378997,16.283607,16.545483,-1.6082134
FAMILY-89__FATHER__FM089_F5__local.png,local,6.2626357,7.7526107,-23.7915,13.977273,18.11279,-29.587433
FAMILY-89__MOTHER__FM089_M1__bending.png,bending,16.063377,10.709602,33.329075,28.319693,18.460106,34.815304
FAMILY-89__MOTHER__FM089_M1__elastic.png,elastic,17.226044,15.692423,8.90292,30.344501,27.410316,9.669578
FAMILY-89__MOTHER__FM089_M1__local.png,local,12.660436,14.037667,-10.878232,23.51712,25.180466,-7.072912
FAMILY-89__MOTHER__FM089_M2__bending.png,bending,9.15894,6.916255,24.486298,20.778217,15.126248,27.201414
FAMILY-89__MOTHER__FM089_M2__elastic.png,elastic,9.957251,10.683833,-7.2970195,23.09919,25.132309,-8.80169
FAMILY-89__MOTHER__FM089_M2__local.png,local,7.6716356,10.500737,-36.877422,17.573662,23.169302,-31.84106
FAMILY-89__MOTHER__FM089_M3__bending.png,bending,9.475666,10.017677,-5.7200336,20.144098,20.816166,-3.3363004
FAMILY-89__MOTHER__FM089_M3__elastic.png,elastic,9.341318,11.409359,-22.13864,19.953268,24.755873,-24.069263
FAMILY-89__MOTHER__FM089_M3__local.png,local,7.7786593,10.67058,-37.177624,16.223549,21.303198,-31.310345
FAMILY-89__MOTHER__FM089_M4__bending.png,bending,12.165816,8.844169,27.30312,25.567434,18.630108,27.133448
FAMILY-89__MOTHER__FM089_M4__elastic.png,elastic,11.814334,10.69316,9.489945,24.272753,21.386314,11.891681
FAMILY-89__MOTHER__FM089_M4__local.png,local,7.6502113,11.316865,-47.92879,16.350515,23.1284,-41.45365
FAMILY-89__MOTHER__FM089_M5__bending.png,bending,7.444316,6.461157,13.206842,16.73152,14.191034,15.183828
FAMILY-89__MOTHER__FM089_M5__elastic.png,elastic,9.107162,9.064872,0.46436736,20.484285,20.375563,0.5307614
FAMILY-89__MOTHER__FM089_M5__local.png,local,5.361328,7.1286273,-32.96383,11.772151,15.415054,-30.945095
FAMILY-91__CHILD__FM091_C1__bending.png,bending,12.011221,12.180545,-1.4097145,21.76634,20.992155,3.5568
FAMILY-91__CHILD__FM091_C1__elastic.png,elastic,13.225207,12.561783,5.0163636,23.478104,22.076124,5.971434
FAMILY-91__CHILD__FM091_C1__local.png,local,11.703185,13.256238,-13.270344,21.281017,24.164322,-13.548716
FAMILY-91__CHILD__FM091_C2__bending.png,bending,8.768794,7.4067483,15.532875,16.667542,13.270161,20.383215
FAMILY-91__CHILD__FM091_C2__elastic.png,elastic,9.855389,9.615254,2.436578,18.888899,18.495386,2.0833015
FAMILY-91__CHILD__FM091_C2__local.png,local,6.6586614,8.17885,-22.830246,12.473213,15.120393,-21.222916
FAMILY-91__CHILD__FM091_C3__bending.png,bending,8.236787,6.5844626,20.0603,16.08102,11.838754,26.38058
FAMILY-91__CHILD__FM091_C3__elastic.png,elastic,8.598035,8.578862,0.22298896,17.273754,16.471077,4.646802
FAMILY-91__CHILD__FM091_C3__local.png,local,6.915079,7.2768855,-5.2321367,13.40399,13.848771,-3.3182755
FAMILY-91__CHILD__FM091_C4__bending.png,bending,8.009168,7.153121,10.688334,14.87284,12.742045,14.32675
FAMILY-91__CHILD__FM091_C4__elastic.png,elastic,8.838887,8.559929,3.1560342,16.401314,15.306892,6.6727667
FAMILY-91__CHILD__FM091_C4__local.png,local,7.688038,7.682916,0.06661918,14.138697,13.573858,3.9949822
FAMILY-91__CHILD__FM091_C5__bending.png,bending,6.503448,6.392877,1.700189,14.607167,14.08139,3.5994444
FAMILY-91__CHILD__FM091_C5__elastic.png,elastic,5.547632,6.041235,-8.897539,12.608866,13.193551,-4.637097
FAMILY-91__CHILD__FM091_C5__local.png,local,5.7631536,5.6085577,2.682487,12.884532,11.777937,8.588554
FAMILY-91__FATHER__FM091_F1__bending.png,bending,12.106645,10.449797,13.685443,21.557352,17.95685,16.701967
FAMILY-91__FATHER__FM091_F1__elastic.png,elastic,12.798649,12.493463,2.3845193,22.783373,22.06785,3.1405478
FAMILY-91__FATHER__FM091_F1__local.png,local,10.83518,11.998466,-10.736188,19.61418,20.982935,-6.978397
FAMILY-91__FATHER__FM091_F2__bending.png,bending,8.341837,6.3192363,24.246466,15.968917,11.177086,30.00724
FAMILY-91__FATHER__FM091_F2__elastic.png,elastic,8.996612,8.801818,2.1651895,17.401665,16.769703,3.631617
FAMILY-91__FATHER__FM091_F2__local.png,local,8.042391,7.572624,5.8411317,15.532858,13.829098,10.968748
FAMILY-91__FATHER__FM091_F3__bending.png,bending,9.106963,4.101642,54.96147,18.151115,6.698092,63.09818
FAMILY-91__FATHER__FM091_F3__elastic.png,elastic,7.848374,7.34656,6.393858,15.467812,14.109884,8.779053
FAMILY-91__FATHER__FM091_F3__local.png,local,6.6352043,7.3340244,-10.532006,12.746236,13.987234,-9.736195
FAMILY-91__FATHER__FM091_F4__bending.png,bending,9.1364,6.533223,28.49237,16.647844,11.191667,32.77408
FAMILY-91__FATHER__FM091_F4__elastic.png,elastic,10.392757,9.486388,8.721162,19.336428,17.542841,9.275688
FAMILY-91__FATHER__FM091_F4__local.png,local,8.558753,9.010364,-5.276593,15.985956,16.920128,-5.8437023
FAMILY-91__FATHER__FM091_F5__bending.png,bending,7.7449975,5.955078,23.110653,17.654148,12.513186,29.120419
FAMILY-91__FATHER__FM091_F5__elastic.png,elastic,6.0791016,6.3148518,-3.8780437,13.895672,14.164004,-1.9310508
FAMILY-91__FATHER__FM091_F5__local.png,local,4.7740555,5.6407247,-18.15373,10.183603,11.769573,-15.573759
FAMILY-91__MOTHER__FM091_M1__bending.png,bending,12.118184,8.859794,26.88844,22.485111,15.879512,29.37766
FAMILY-91__MOTHER__FM091_M1__elastic.png,elastic,13.180505,12.368523,6.160478,24.96508,22.64548,9.291382
FAMILY-91__MOTHER__FM091_M1__local.png,local,9.660714,9.421078,2.480525,18.127863,17.125917,5.527102
FAMILY-91__MOTHER__FM091_M2__bending.png,bending,9.796736,5.24147,46.49779,18.89361,8.397114,55.5558
FAMILY-91__MOTHER__FM091_M2__elastic.png,elastic,8.5795,7.681999,10.460994,15.97576,13.513727,15.411055
FAMILY-91__MOTHER__FM091_M2__local.png,local,6.865912,6.2766066,8.58306,12.775731,11.020096,13.741955
FAMILY-91__MOTHER__FM091_M3__bending.png,bending,10.070173,5.9627314,40.788193,19.432907,10.282205,47.088696
FAMILY-91__MOTHER__FM091_M3__elastic.png,elastic,10.347417,9.86374,4.6743736,19.696817,18.294401,7.1200147
FAMILY-91__MOTHER__FM091_M3__local.png,local,7.182677,8.817163,-22.755955,13.617027,17.180897,-26.172155
FAMILY-91__MOTHER__FM091_M4__bending.png,bending,8.401806,4.586635,45.408936,17.80564,8.8769655,50.145203
FAMILY-91__MOTHER__FM091_M4__elastic.png,elastic,6.2154617,6.4969506,-4.528849,12.983941,13.111298,-0.98087734
FAMILY-91__MOTHER__FM091_M4__local.png,local,6.4611964,6.280911,2.7902796,13.461202,12.561631,6.682691
FAMILY-91__MOTHER__FM091_M5__bending.png,bending,4.8174825,4.735272,1.7065042,11.520497,11.034588,4.217782
FAMILY-91__MOTHER__FM091_M5__elastic.png,elastic,5.0484095,5.045081,0.06592815,12.261797,11.41567,6.9005103
FAMILY-91__MOTHER__FM091_M5__local.png,local,3.7385602,4.115952,-10.094576,9.03687,9.352144,-3.4887547
FAMILY-99__CHILD__FM099_C1__bending.png,bending,10.439752,6.4887595,37.845654,23.562603,13.414693,43.067867
FAMILY-99__CHILD__FM099_C1__elastic.png,elastic,10.429029,10.726682,-2.8540742,22.625763,22.239868,1.7055547
FAMILY-99__CHILD__FM099_C1__local.png,local,6.704261,8.580915,-27.991968,14.5446825,17.231127,-18.470284
FAMILY-99__CHILD__FM099_C2__bending.png,bending,6.3765144,5.3335857,16.35578,15.284489,11.509403,24.698801
FAMILY-99__CHILD__FM099_C2__elastic.png,elastic,7.5725646,6.8664103,9.325168,18.378891,16.010452,12.886734
FAMILY-99__CHILD__FM099_C2__local.png,local,7.8680844,7.6590204,2.6571143,19.109127,17.155184,10.2251835
FAMILY-99__CHILD__FM099_C3__bending.png,bending,6.812799,5.874382,13.774323,16.417074,11.939572,27.273447
FAMILY-99__CHILD__FM099_C3__elastic.png,elastic,8.341817,8.510263,-2.0193028,19.99202,18.970407,5.1101
FAMILY-99__CHILD__FM099_C3__local.png,local,5.816526,6.552854,-12.659243,13.701647,14.353629,-4.758423
FAMILY-99__CHILD__FM099_C4__bending.png,bending,10.157724,4.802675,52.71899,24.59551,9.498983,61.3792
FAMILY-99__CHILD__FM099_C4__elastic.png,elastic,7.41189,7.6063457,-2.6235633,18.061829,17.453615,3.3673968
FAMILY-99__CHILD__FM099_C4__local.png,local,5.6773357,8.108179,-42.81662,13.516062,18.91388,-39.936317
FAMILY-99__CHILD__FM099_C5__bending.png,bending,6.77844,5.2541256,22.487688,17.681103,11.701162,33.821083
FAMILY-99__CHILD__FM099_C5__elastic.png,elastic,9.151587,8.466996,7.4805646,24.924173,21.930397,12.011537
FAMILY-99__CHILD__FM099_C5__local.png,local,5.0912786,6.036631,-18.568077,12.649875,14.668775,-15.959841
FAMILY-99__FATHER__FM099_F1__bending.png,bending,10.809272,9.064991,16.136894,25.773157,20.929134,18.794836
FAMILY-99__FATHER__FM099_F1__elastic.png,elastic,9.818718,9.816167,0.02598179,23.747458,22.954098,3.3408198
FAMILY-99__FATHER__FM099_F1__local.png,local,9.262237,9.875219,-6.6180854,22.434967,23.010887,-2.5670645
FAMILY-99__FATHER__FM099_F2__bending.png,bending,9.272401,4.335499,53.242977,23.583529,8.741826,62.93249
FAMILY-99__FATHER__FM099_F2__elastic.png,elastic,10.671616,9.866131,7.547918,27.163788,24.075104,11.370594
FAMILY-99__FATHER__FM099_F2__local.png,local,6.10507,6.667371,-9.210388,15.074979,15.616243,-3.590483
FAMILY-99__FATHER__FM099_F3__bending.png,bending,10.639987,7.0311704,33.91749,25.114344,14.57748,41.95556
FAMILY-99__FATHER__FM099_F3__elastic.png,elastic,9.631637,9.217893,4.2956767,22.530182,20.74292,7.9327455
FAMILY-99__FATHER__FM099_F3__local.png,local,6.923629,8.353256,-20.648527,16.99287,18.651684,-9.761821
FAMILY-99__FATHER__FM099_F4__bending.png,bending,11.588349,8.295639,28.413973,25.644806,17.411074,32.106823
FAMILY-99__FATHER__FM099_F4__elastic.png,elastic,11.264489,11.298709,-0.30378422,25.281229,24.75304,2.0892525
FAMILY-99__FATHER__FM099_F4__local.png,local,8.9771,11.025271,-22.815508,19.874413,23.293728,-17.20461
FAMILY-99__FATHER__FM099_F5__bending.png,bending,7.46026,4.183215,43.92668,20.087723,8.766447,56.359177
FAMILY-99__FATHER__FM099_F5__elastic.png,elastic,6.474131,7.73571,-19.486462,17.747139,19.668716,-10.827534
FAMILY-99__FATHER__FM099_F5__local.png,local,5.910854,5.1481586,12.903301,14.94672,11.810047,20.985695
FAMILY-99__MOTHER__FM099_M1__bending.png,bending,13.004146,6.57097,49.47019,26.301985,12.221251,53.53487
FAMILY-99__MOTHER__FM099_M1__elastic.png,elastic,12.561284,12.39485,1.3249782,25.207552,25.658596,-1.7893212
FAMILY-99__MOTHER__FM099_M1__local.png,local,7.9550185,8.0396805,-1.0642586,15.73178,15.325433,2.5829709
FAMILY-99__MOTHER__FM099_M2__bending.png,bending,10.725825,5.1850286,51.658463,26.191137,9.516044,63.666935
FAMILY-99__MOTHER__FM099_M2__elastic.png,elastic,9.393315,9.048369,3.6722488,22.622358,21.035355,7.0152
FAMILY-99__MOTHER__FM099_M2__local.png,local,6.063038,9.083487,-49.817413,14.000388,20.628157,-47.339893
FAMILY-99__MOTHER__FM099_M3__bending.png,bending,8.459742,5.543148,34.476154,22.471832,12.877332,42.695675
FAMILY-99__MOTHER__FM099_M3__elastic.png,elastic,10.863022,11.208068,-3.1763356,27.983288,27.13799,3.0207205
FAMILY-99__MOTHER__FM099_M3__local.png,local,5.310706,6.3203125,-19.010775,13.588618,15.74902,-15.898609
FAMILY-99__MOTHER__FM099_M4__bending.png,bending,9.524116,5.1060467,46.388233,25.194216,10.426216,58.616627
FAMILY-99__MOTHER__FM099_M4__elastic.png,elastic,7.742865,8.695631,-12.305082,21.003355,22.068825,-5.072855
FAMILY-99__MOTHER__FM099_M4__local.png,local,5.713927,7.433494,-30.094316,14.503079,18.436428,-27.120785
FAMILY-99__MOTHER__FM099_M5__bending.png,bending,9.57972,3.763353,60.715412,26.019484,7.2977486,71.95275
FAMILY-99__MOTHER__FM099_M5__elastic.png,elastic,6.370257,5.715601,10.276758,17.509008,14.251667,18.603804
FAMILY-99__MOTHER__FM099_M5__local.png,local,4.9853315,9.390904,-88.37071,12.608767,23.661037,-87.65545
