family,member,image,distortion_type,clean_count,distorted_count,rectified_count,clean_quality,distorted_quality,rectified_quality,clean_endings,distorted_endings,rectified_endings,clean_bifurcations,distorted_bifurcations,rectified_bifurcations,distorted_matched,rectified_matched,distorted_match_rate,rectified_match_rate,distorted_mean_distance,rectified_mean_distance,distorted_median_distance,rectified_median_distance
FAMILY-48,MOTHER,FM048_M3.png,elastic,1,0,3,0.2750000059604645,,0.4216666519641876,0,0,2,1,0,1,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M4.png,elastic,8,2,1,0.2887499928474426,0.38499999046325684,0.4950000047683716,1,1,1,7,1,0,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M5.png,elastic,0,0,2,,,0.38499999046325684,0,0,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C1.png,elastic,3,9,5,0.4950000047683716,0.3544444441795349,0.36299997568130493,3,3,2,0,6,3,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C2.png,elastic,0,1,5,,0.550000011920929,0.45100003480911255,0,0,4,0,1,1,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C3.png,elastic,0,1,0,,0.2750000059604645,,0,0,0,0,1,0,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C4.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C5.png,elastic,8,3,3,0.4399999976158142,0.4216666519641876,0.34833335876464844,6,2,1,2,1,2,2,0,0.25,0.0,5.031128883361816,,5.031128883361816,
FAMILY-54,FATHER,FM054_F1.png,elastic,12,7,13,0.46291670203208923,0.5138571858406067,0.4611538350582123,8,4,9,4,3,4,2,2,0.16666666666666666,0.16666666666666666,11.732882499694824,3.810616374015808,11.732882499694824,3.810616374015808
FAMILY-54,FATHER,FM054_F2.png,elastic,4,0,0,0.33000001311302185,,,1,0,0,3,0,0,0,0,0.0,0.0,,,,
FAMILY-54,FATHER,FM054_F3.png,elastic,0,3,1,,0.5133333206176758,0.9900000095367432,0,1,1,0,2,0,0,0,0.0,0.0,,,,
FAMILY-54,FATHER,FM054_F4.png,elastic,2,7,9,0.4950000047683716,0.40071433782577515,0.4461110830307007,2,4,7,0,3,2,0,0,0.0,0.0,,,,
FAMILY-54,FATHER,FM054_F5.png,elastic,12,4,3,0.34833332896232605,0.4399999976158142,0.4216666519641876,4,3,2,8,1,1,0,1,0.0,0.08333333333333333,,14.764822959899902,,14.764822959899902
FAMILY-54,MOTHER,FM054_M1.png,elastic,65,59,43,0.4269692301750183,0.38910171389579773,0.37732553482055664,42,40,23,23,19,20,28,26,0.4307692307692308,0.4,8.535321784870964,8.523336474712078,9.081908226013184,8.503264904022217
FAMILY-54,MOTHER,FM054_M2.png,elastic,50,29,31,0.4171200692653656,0.450241357088089,0.4332580268383026,35,16,14,15,13,17,14,13,0.28,0.26,8.626278127942767,10.978720701657808,7.839015483856201,12.041594505310059
FAMILY-54,MOTHER,FM054_M3.png,elastic,43,8,19,0.375279039144516,0.4399999976158142,0.41684213280677795,21,6,10,22,2,9,3,10,0.06976744186046512,0.23255813953488372,11.73813247680664,8.801473569869994,13.03840446472168,9.196430683135986
FAMILY-54,MOTHER,FM054_M4.png,elastic,24,13,11,0.4652083218097687,0.3765384554862976,0.39499998092651367,15,6,6,9,7,5,5,4,0.20833333333333334,0.16666666666666666,7.721940040588379,8.014350771903992,8.062257766723633,8.558821678161621
FAMILY-54,MOTHER,FM054_M5.png,elastic,24,7,23,0.3721666634082794,0.43214279413223267,0.3190000057220459,13,5,7,11,2,16,4,10,0.16666666666666666,0.4166666666666667,5.797508597373962,7.590488147735596,5.186690092086792,7.623105525970459
FAMILY-65,CHILD,FM065_C1.png,elastic,55,61,79,0.7708002328872681,0.6053606271743774,0.5859239101409912,49,53,64,6,8,15,39,36,0.7090909090909091,0.6545454545454545,6.235081256964268,6.799525989426507,6.082762718200684,5.915475845336914
FAMILY-65,CHILD,FM065_C2.png,elastic,44,40,36,0.47300001978874207,0.4300999641418457,0.4115833044052124,29,28,26,15,12,10,26,19,0.5909090909090909,0.4318181818181818,7.461720608747923,7.754358385738573,8.365746021270752,7.6157732009887695
FAMILY-65,CHILD,FM065_C3.png,elastic,14,12,22,0.48321428894996643,0.47849997878074646,0.4779999554157257,11,12,19,3,0,3,5,5,0.35714285714285715,0.35714285714285715,7.7226691246032715,8.007469272613525,7.0,9.219544410705566
FAMILY-65,CHILD,FM065_C4.png,elastic,50,48,37,0.40084004402160645,0.40929165482521057,0.35794591903686523,30,33,20,20,15,17,22,20,0.44,0.4,6.863781224597584,9.110157036781311,7.640054941177368,9.421883583068848
FAMILY-65,CHILD,FM065_C5.png,elastic,18,2,2,0.33427777886390686,0.38499999046325684,0.4950000047683716,10,1,2,8,1,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F1.png,elastic,0,3,0,,0.4950000047683716,,0,3,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F2.png,elastic,0,0,2,,,0.38499999046325684,0,0,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F3.png,elastic,7,3,5,0.400714248418808,0.4216666519641876,0.4113999903202057,4,2,4,3,1,1,1,3,0.14285714285714285,0.42857142857142855,6.4031243324279785,9.217912197113037,6.4031243324279785,9.848857879638672
FAMILY-65,FATHER,FM065_F4.png,elastic,3,1,0,0.4950000047683716,0.4950000047683716,,3,1,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F5.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M1.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M2.png,elastic,3,5,9,0.4216666519641876,0.40700000524520874,0.34833332896232605,2,3,3,1,2,6,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M3.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M4.png,elastic,8,4,7,0.45375001430511475,0.5087500214576721,0.47142860293388367,4,3,4,4,1,3,1,0,0.125,0.0,10.198039054870605,,10.198039054870605,
FAMILY-65,MOTHER,FM065_M5.png,elastic,0,0,1,,,0.2750000059604645,0,0,0,0,0,1,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C1.png,elastic,0,0,3,,,0.4216666519641876,0,0,2,0,0,1,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C2.png,elastic,2,11,1,0.4950000047683716,0.5,0.2750000059604645,2,10,0,0,1,1,1,0,0.5,0.0,7.6157732009887695,,7.6157732009887695,
FAMILY-66,CHILD,FM066_C3.png,elastic,5,8,4,0.40700000524520874,0.42625001072883606,0.7562499642372131,3,6,3,2,2,1,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C4.png,elastic,6,4,7,0.42166662216186523,0.4950000047683716,0.33157142996788025,4,4,5,2,0,2,0,2,0.0,0.3333333333333333,,6.646932601928711,,6.646932601928711
FAMILY-66,CHILD,FM066_C5.png,elastic,0,0,2,,,0.38499999046325684,0,0,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-66,FATHER,FM066_F1.png,elastic,12,0,10,0.5408332943916321,,0.5224999189376831,10,0,9,2,0,1,0,2,0.0,0.16666666666666666,,13.5,,13.5
FAMILY-66,FATHER,FM066_F2.png,elastic,2,0,0,0.2750000059604645,,,0,0,0,2,0,0,0,0,0.0,0.0,,,,
FAMILY-66,FATHER,FM066_F3.png,elastic,34,23,26,0.26464706659317017,0.39552173018455505,0.3173076808452606,6,14,7,28,9,19,8,11,0.23529411764705882,0.3235294117647059,7.265419453382492,6.828962196003307,7.545179843902588,5.099019527435303
FAMILY-66,FATHER,FM066_F4.png,elastic,10,11,7,0.4092000126838684,0.3449999988079071,0.40385717153549194,7,4,5,3,7,2,2,2,0.2,0.2,8.740049600601196,2.915475845336914,8.740049600601196,2.915475845336914
FAMILY-66,FATHER,FM066_F5.png,elastic,0,8,5,,0.30250000953674316,0.3718000054359436,0,1,4,0,7,1,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M1.png,elastic,1,2,2,0.4950000047683716,0.4950000047683716,0.4950000047683716,1,2,2,0,0,0,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M2.png,elastic,0,1,2,,0.2750000059604645,0.6324999928474426,0,0,1,0,1,1,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M3.png,elastic,1,2,2,0.4950000047683716,0.5225000381469727,0.5225000381469727,1,1,1,0,1,1,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M4.png,elastic,6,0,2,0.3116666376590729,,0.38499999046325684,1,0,1,5,0,1,0,1,0.0,0.16666666666666666,,2.0,,2.0
FAMILY-66,MOTHER,FM066_M5.png,elastic,0,2,0,,0.38499999046325684,,0,1,0,0,1,0,0,0,0.0,0.0,,,,
FAMILY-67,CHILD,FM067_C1.png,elastic,67,78,76,0.41898512840270996,0.39021798968315125,0.38167110085487366,25,38,21,42,40,55,31,22,0.4626865671641791,0.3283582089552239,8.278935478579614,10.38065367937088,8.0,11.851748943328857
FAMILY-67,CHILD,FM067_C2.png,elastic,54,59,49,0.3495555818080902,0.4040169417858124,0.4241734743118286,25,33,24,29,26,25,25,21,0.46296296296296297,0.3888888888888889,8.217190008163453,9.129313957123529,8.062257766723633,9.219544410705566
FAMILY-67,CHILD,FM067_C3.png,elastic,15,48,54,0.346866637468338,0.37720832228660583,0.33835193514823914,9,28,20,6,20,34,4,6,0.26666666666666666,0.4,6.9063281416893005,11.332714557647705,6.9937450885772705,12.124285697937012
FAMILY-67,CHILD,FM067_C4.png,elastic,27,46,52,0.3691110908985138,0.3343043029308319,0.37886542081832886,14,16,25,13,30,27,14,18,0.5185185185185185,0.6666666666666666,6.827030692781721,8.317951613002354,6.889635801315308,8.801162719726562
FAMILY-67,CHILD,FM067_C5.png,elastic,42,45,45,0.37138092517852783,0.38842228055000305,0.4554000496864319,27,23,27,15,22,18,17,14,0.40476190476190477,0.3333333333333333,7.42441341456245,8.362170151301793,8.062257766723633,7.343420505523682
FAMILY-67,FATHER,FM067_F1.png,elastic,8,12,28,0.37675002217292786,0.3804166615009308,0.4172142446041107,6,4,17,2,8,11,2,2,0.25,0.25,7.220153331756592,5.833904504776001,7.220153331756592,5.833904504776001
FAMILY-67,FATHER,FM067_F2.png,elastic,39,53,48,0.340999960899353,0.2924339473247528,0.3034166395664215,17,15,13,22,38,35,19,12,0.48717948717948717,0.3076923076923077,9.219875787433825,9.307885110378265,10.0,9.416293621063232
FAMILY-67,FATHER,FM067_F3.png,elastic,36,57,49,0.3189999759197235,0.3459210693836212,0.33202043175697327,13,27,23,23,30,26,19,15,0.5277777777777778,0.4166666666666667,6.413906524055882,8.367630990346273,6.7082037925720215,8.485280990600586
FAMILY-67,FATHER,FM067_F4.png,elastic,11,25,12,0.47999998927116394,0.37751999497413635,0.5224999785423279,8,14,9,3,11,3,3,2,0.2727272727272727,0.18181818181818182,8.205257733662924,3.1622776985168457,8.0,3.1622776985168457
FAMILY-67,FATHER,FM067_F5.png,elastic,20,27,17,0.3904999792575836,0.30759260058403015,0.3215882480144501,11,6,5,9,21,12,11,6,0.55,0.3,8.425897294824773,8.29638385772705,8.062257766723633,9.137465000152588
FAMILY-67,MOTHER,FM067_M1.png,elastic,18,45,42,0.41188886761665344,0.3434444069862366,0.405690461397171,13,21,25,5,24,17,6,7,0.3333333333333333,0.3888888888888889,11.64411195119222,7.665692125047956,13.678112983703613,7.6157732009887695
FAMILY-67,MOTHER,FM067_M2.png,elastic,43,18,25,0.39791861176490784,0.4024166464805603,0.3497999906539917,27,12,14,16,6,11,6,9,0.13953488372093023,0.20930232558139536,8.59847883383433,8.593112468719482,7.9120566844940186,9.219544410705566
FAMILY-67,MOTHER,FM067_M3.png,elastic,13,43,44,0.43661534786224365,0.333069771528244,0.31974995136260986,11,12,12,2,31,32,5,4,0.38461538461538464,0.3076923076923077,7.338623523712158,5.188576579093933,7.6157732009887695,5.771601915359497
FAMILY-67,MOTHER,FM067_M4.png,elastic,54,46,63,0.3141110837459564,0.33860865235328674,0.3135873079299927,24,18,22,30,28,41,12,21,0.2222222222222222,0.3888888888888889,6.721153765916824,7.525619450069609,5.854101896286011,7.071067810058594
FAMILY-67,MOTHER,FM067_M5.png,elastic,6,3,4,0.4033333361148834,0.4216666519641876,0.5142500400543213,4,2,3,2,1,1,2,0,0.3333333333333333,0.0,11.485135555267334,,11.485135555267334,
FAMILY-78,CHILD,FM078_C1.png,elastic,0,8,17,,0.35062500834465027,0.3267647325992584,0,2,4,0,6,13,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C2.png,elastic,0,9,9,,0.42166668176651,0.45711109042167664,0,6,7,0,3,2,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C3.png,elastic,0,4,2,,0.35750001668930054,0.38499999046325684,0,2,1,0,2,1,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C4.png,elastic,2,3,7,0.2750000059604645,0.34833332896232605,0.33157142996788025,0,1,5,2,2,2,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C5.png,elastic,0,0,1,,,0.2750000059604645,0,0,0,0,0,1,0,0,0.0,0.0,,,,
FAMILY-78,FATHER,FM078_F1.png,elastic,8,26,5,0.5362499952316284,0.44296151399612427,0.6489999890327454,5,16,4,3,10,1,6,0,0.75,0.0,8.021672566731771,,7.6366801261901855,
FAMILY-78,FATHER,FM078_F2.png,elastic,5,11,22,0.32339999079704285,0.3149999678134918,0.2600000202655792,2,3,1,3,8,21,2,3,0.4,0.6,10.586276769638062,5.873744249343872,10.586276769638062,5.385164737701416
FAMILY-78,FATHER,FM078_F3.png,elastic,5,0,5,0.5103999972343445,,0.550000011920929,4,0,4,1,0,1,0,1,0.0,0.2,,14.764822959899902,,14.764822959899902
FAMILY-78,FATHER,FM078_F4.png,elastic,0,0,2,,,0.6324999928474426,0,0,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-78,FATHER,FM078_F5.png,elastic,0,2,3,,0.4950000047683716,0.5866666436195374,0,2,2,0,0,1,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M1.png,elastic,2,17,33,0.2750000059604645,0.3785293996334076,0.38333332538604736,0,9,14,2,8,19,0,2,0.0,1.0,,10.47242784500122,,10.47242784500122
FAMILY-78,MOTHER,FM078_M2.png,elastic,3,2,6,0.34833332896232605,0.2750000059604645,0.38866665959358215,1,0,4,2,2,2,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M3.png,elastic,3,9,2,0.4216666519641876,0.4094444513320923,0.28600001335144043,2,6,1,1,3,1,1,1,0.3333333333333333,0.3333333333333333,8.062257766723633,12.806248664855957,8.062257766723633,12.806248664855957
FAMILY-78,MOTHER,FM078_M4.png,elastic,7,4,7,0.40071433782577515,0.4399999976158142,0.3692857325077057,4,3,3,3,1,4,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M5.png,elastic,3,0,1,0.3556666672229767,,0.4950000047683716,2,0,1,1,0,0,0,0,0.0,0.0,,,,
FAMILY-9,CHILD,FM009_C1.png,elastic,7,10,9,0.3850000202655792,0.38499999046325684,0.4461110830307007,4,5,7,3,5,2,3,1,0.42857142857142855,0.14285714285714285,9.792052745819092,3.605551242828369,9.848857879638672,3.605551242828369
FAMILY-9,CHILD,FM009_C2.png,elastic,21,20,20,0.37347617745399475,0.38609999418258667,0.39159998297691345,13,11,12,8,9,8,5,7,0.23809523809523808,0.3333333333333333,8.298484420776367,9.188289778573173,8.246211051940918,9.848857879638672
FAMILY-9,CHILD,FM009_C3.png,elastic,29,31,30,0.40358614921569824,0.3367418646812439,0.34393325448036194,17,17,15,12,14,15,8,6,0.27586206896551724,0.20689655172413793,8.701271116733551,6.152209798494975,8.732877731323242,5.854101896286011
FAMILY-9,CHILD,FM009_C4.png,elastic,56,50,45,0.38126784563064575,0.3537600636482239,0.35151106119155884,31,25,18,25,25,27,28,18,0.5,0.32142857142857145,9.677657391343798,9.003345237837898,9.081908226013184,9.53420114517212
FAMILY-9,CHILD,FM009_C5.png,elastic,61,45,56,0.44991812109947205,0.3700889050960541,0.4136785864830017,48,27,29,13,18,27,24,23,0.39344262295081966,0.3770491803278688,9.370433270931244,8.720126214234725,9.219544410705566,8.5440034866333
FAMILY-9,FATHER,FM009_F1.png,elastic,47,45,43,0.3690851032733917,0.3361110985279083,0.4164651334285736,22,15,24,25,30,19,20,18,0.425531914893617,0.3829787234042553,9.305449962615967,8.872354666392008,10.0,8.4721360206604
FAMILY-9,FATHER,FM009_F2.png,elastic,50,37,44,0.3335200250148773,0.37489184737205505,0.3259999752044678,25,20,18,25,17,26,21,18,0.42,0.36,8.348749910082136,7.884972221321529,8.246211051940918,8.866521835327148
FAMILY-9,FATHER,FM009_F3.png,elastic,68,75,68,0.3875882625579834,0.4222533702850342,0.35652947425842285,44,36,38,24,39,30,32,30,0.47058823529411764,0.4411764705882353,7.538966581225395,8.738315312067668,7.071067810058594,8.6409010887146
FAMILY-9,FATHER,FM009_F4.png,elastic,77,70,60,0.3655714690685272,0.41752859950065613,0.38280001282691956,35,33,21,42,37,39,35,32,0.45454545454545453,0.4155844155844156,8.00303214618138,8.841022860258818,8.602325439453125,9.196430683135986
FAMILY-9,FATHER,FM009_F5.png,elastic,98,86,78,0.4121631979942322,0.42030227184295654,0.4696859121322632,53,44,46,45,42,32,55,50,0.5612244897959183,0.5102040816326531,7.851401573961431,8.571664893627167,7.071067810058594,8.39510726928711
FAMILY-9,MOTHER,FM009_M1.png,elastic,11,17,10,0.34700000286102295,0.2827646732330322,0.458700031042099,5,4,7,6,13,3,1,3,0.09090909090909091,0.2727272727272727,5.0,12.058847904205322,5.0,13.601470947265625
FAMILY-9,MOTHER,FM009_M2.png,elastic,37,37,38,0.32197293639183044,0.31305399537086487,0.29960525035858154,13,15,11,24,22,27,22,15,0.5945945945945946,0.40540540540540543,8.507307301868092,7.505427646636963,9.05538558959961,7.8102498054504395
FAMILY-9,MOTHER,FM009_M3.png,elastic,40,29,44,0.39311251044273376,0.32658615708351135,0.35324999690055847,22,15,21,18,14,23,15,15,0.375,0.375,6.409265367190043,7.304174780845642,5.385164737701416,7.280109882354736
FAMILY-9,MOTHER,FM009_M4.png,elastic,27,24,22,0.4131110906600952,0.3904999792575836,0.3569999933242798,21,15,10,6,9,12,6,5,0.2222222222222222,0.18518518518518517,10.683152834574381,11.02190341949463,11.543477535247803,11.401754379272461
FAMILY-9,MOTHER,FM009_M5.png,elastic,37,41,43,0.3279188871383667,0.3474390208721161,0.395999938249588,20,20,26,17,21,17,11,15,0.2972972972972973,0.40540540540540543,9.936412507837469,8.058323049545288,11.045360565185547,9.05538558959961
FAMILY-13,CHILD,FM013_C1.png,local,57,22,27,0.3564385771751404,0.3319999873638153,0.40312957763671875,29,10,20,28,12,7,7,14,0.12280701754385964,0.24561403508771928,9.052857041358948,8.730422105107989,12.041594505310059,9.025219678878784
FAMILY-13,CHILD,FM013_C2.png,local,35,28,21,0.33471426367759705,0.38264283537864685,0.3493809401988983,11,17,9,24,11,12,14,11,0.4,0.3142857142857143,7.775783973080771,8.944101030176336,7.930992126464844,10.198039054870605
FAMILY-13,CHILD,FM013_C3.png,local,23,15,8,0.3759130537509918,0.3461333215236664,0.32999998331069946,12,5,2,11,10,6,9,3,0.391304347826087,0.13043478260869565,7.816810647646586,6.007319609324138,6.4031243324279785,3.605551242828369
FAMILY-13,CHILD,FM013_C4.png,local,11,6,6,0.4549999535083771,0.5499999523162842,0.4216667115688324,6,4,4,5,2,2,4,1,0.36363636363636365,0.09090909090909091,8.342752993106842,13.45362377166748,8.603277683258057,13.45362377166748
FAMILY-13,CHILD,FM013_C5.png,local,24,16,14,0.33916667103767395,0.3712499737739563,0.40621426701545715,8,7,7,16,9,7,9,8,0.375,0.3333333333333333,6.361703448825413,8.302484393119812,5.830951690673828,7.839015483856201
FAMILY-13,FATHER,FM013_F1.png,local,38,30,24,0.33694732189178467,0.4179999530315399,0.38499999046325684,16,20,18,22,10,6,17,11,0.4473684210526316,0.2894736842105263,8.774508441195769,8.511228236285122,9.899495124816895,8.5440034866333
FAMILY-13,FATHER,FM013_F2.png,local,48,46,51,0.32770833373069763,0.3534347712993622,0.38909807801246643,19,20,27,29,26,24,24,28,0.5,0.5833333333333334,8.467068523168564,7.731236934661865,9.527692794799805,7.640054941177368
FAMILY-13,FATHER,FM013_F3.png,local,66,63,57,0.3696666955947876,0.38726991415023804,0.40699997544288635,29,26,22,37,37,35,20,28,0.30303030303030304,0.42424242424242425,8.196055686473846,9.442048502819878,7.545179843902588,9.609772205352783
FAMILY-13,FATHER,FM013_F4.png,local,71,74,74,0.3738451302051544,0.3500676155090332,0.4083378314971924,31,30,44,40,44,30,32,30,0.4507042253521127,0.4225352112676056,7.104189720004797,8.288790762424469,5.52100944519043,8.852412700653076
FAMILY-13,FATHER,FM013_F5.png,local,73,72,59,0.3346712589263916,0.37888890504837036,0.3523728847503662,24,30,21,49,42,38,37,28,0.5068493150684932,0.3835616438356164,5.722672414135289,8.122226472411837,4.0,7.807886600494385
FAMILY-13,MOTHER,FM013_M1.png,local,54,46,48,0.344870388507843,0.3594130277633667,0.33687496185302734,22,22,17,32,24,31,23,21,0.42592592592592593,0.3888888888888889,7.725413156592327,8.75556296961648,7.6157732009887695,9.433980941772461
FAMILY-13,MOTHER,FM013_M2.png,local,55,50,60,0.3522000312805176,0.3561800420284271,0.3522750437259674,24,21,28,31,29,32,27,28,0.4909090909090909,0.509090909090909,6.429522474606832,7.981839848416192,6.324555397033691,7.936253786087036
FAMILY-13,MOTHER,FM013_M3.png,local,41,21,4,0.4008293151855469,0.43580949306488037,0.445499986410141,23,14,4,18,7,0,10,2,0.24390243902439024,0.04878048780487805,4.380209636688233,7.606335163116455,2.1180340051651,7.606335163116455
FAMILY-13,MOTHER,FM013_M4.png,local,43,41,43,0.31823253631591797,0.30021950602531433,0.26527902483940125,13,13,10,30,28,33,19,15,0.4418604651162791,0.3488372093023256,7.38454092176337,9.061418533325195,6.7082037925720215,10.630146026611328
FAMILY-13,MOTHER,FM013_M5.png,local,36,40,31,0.3846944570541382,0.3883000314235687,0.4094838500022888,18,19,20,18,21,11,11,13,0.3055555555555556,0.3611111111111111,7.399098688905889,10.003497013678917,7.280109882354736,10.630146026611328
FAMILY-14,CHILD,FM014_C1.png,local,70,53,63,0.47653573751449585,0.43782082200050354,0.36657944321632385,44,30,26,26,23,37,27,28,0.38571428571428573,0.4,8.171579820138437,7.429268624101367,7.280109882354736,7.6366801261901855
FAMILY-14,CHILD,FM014_C2.png,local,44,58,62,0.3917500376701355,0.4307069480419159,0.41232264041900635,19,38,45,25,20,17,20,18,0.45454545454545453,0.4090909090909091,6.464035946130752,7.844076487753126,5.894144535064697,7.6157732009887695
FAMILY-14,CHILD,FM014_C3.png,local,43,36,40,0.4699302911758423,0.47666671872138977,0.517549991607666,25,20,29,18,16,11,27,22,0.627906976744186,0.5116279069767442,6.140744619899326,6.7867382981560445,5.830951690673828,7.035533905029297
FAMILY-14,CHILD,FM014_C4.png,local,64,61,62,0.4580468535423279,0.43332791328430176,0.40788716077804565,38,35,29,26,26,33,23,30,0.359375,0.46875,5.690533052320066,9.24417982896169,5.099019527435303,9.433980941772461
FAMILY-14,CHILD,FM014_C5.png,local,80,81,60,0.5264874696731567,0.45140743255615234,0.47538337111473083,54,43,46,26,38,14,39,32,0.4875,0.4,6.121359009009141,6.188592661172152,4.4721360206604,5.328427076339722
FAMILY-14,FATHER,FM014_F1.png,local,106,85,89,0.4269244968891144,0.3992353081703186,0.46410107612609863,42,32,38,64,53,51,59,53,0.5566037735849056,0.5,5.446717276411541,6.658924219743261,4.123105525970459,6.082762718200684
FAMILY-14,FATHER,FM014_F2.png,local,10,11,4,0.4509999752044678,0.4649999737739563,0.4950000047683716,8,10,4,2,1,0,6,4,0.6,0.4,3.9977726141611734,6.234755992889404,2.0,6.105551242828369
FAMILY-14,FATHER,FM014_F3.png,local,24,17,13,0.4271666705608368,0.43029409646987915,0.4357692003250122,18,12,10,6,5,3,9,8,0.375,0.3333333333333333,5.564909007814196,6.844426199793816,4.123105525970459,7.728656768798828
FAMILY-14,FATHER,FM014_F4.png,local,80,59,46,0.381012499332428,0.43552547693252563,0.38858696818351746,27,31,21,53,28,25,36,29,0.45,0.3625,6.397166291872661,7.8801100171845535,5.854860067367554,7.8102498054504395
FAMILY-14,FATHER,FM014_F5.png,local,89,69,59,0.45878657698631287,0.4513188600540161,0.45342373847961426,44,34,34,45,35,25,35,34,0.39325842696629215,0.38202247191011235,7.5616843768528526,8.35463578560773,6.082762718200684,8.303130626678467
FAMILY-14,MOTHER,FM014_M1.png,local,76,67,74,0.31103944778442383,0.34953731298446655,0.32539188861846924,18,23,28,58,44,46,36,25,0.47368421052631576,0.32894736842105265,7.840645674202177,8.515251107215882,8.307886600494385,9.433980941772461
FAMILY-14,MOTHER,FM014_M2.png,local,24,15,17,0.37308335304260254,0.4363332986831665,0.3714117705821991,11,11,8,13,4,9,6,8,0.25,0.3333333333333333,6.510462522506714,7.674772918224335,7.141085147857666,9.53420114517212
FAMILY-14,MOTHER,FM014_M3.png,local,7,13,4,0.4085714519023895,0.40361541509628296,0.34375,3,5,0,4,8,4,4,0,0.5714285714285714,0.0,6.467172533273697,,6.526361107826233,
FAMILY-14,MOTHER,FM014_M4.png,local,59,59,67,0.30222031474113464,0.33652544021606445,0.35446271300315857,12,23,31,47,36,36,24,26,0.4067796610169492,0.4406779661016949,5.380180324117343,7.990683876551115,4.123105525970459,8.39510726928711
FAMILY-14,MOTHER,FM014_M5.png,local,44,21,15,0.4302500784397125,0.5342856645584106,0.5426666140556335,32,18,9,12,3,6,4,5,0.09090909090909091,0.11363636363636363,4.57200026512146,9.641006374359131,3.1213202476501465,9.486832618713379
FAMILY-15,CHILD,FM015_C1.png,local,64,63,51,0.39909377694129944,0.37679368257522583,0.4430196285247803,30,27,23,34,36,28,30,25,0.46875,0.390625,8.164664538701375,9.824477195739746,7.763160467147827,10.816654205322266
FAMILY-15,CHILD,FM015_C2.png,local,53,34,43,0.4045095145702362,0.4044117331504822,0.4353954493999481,30,20,22,23,14,21,19,18,0.3584905660377358,0.33962264150943394,5.355324807919954,7.9994964599609375,3.605551242828369,8.37726092338562
FAMILY-15,CHILD,FM015_C3.png,local,42,48,49,0.3716428279876709,0.3726249933242798,0.3796122372150421,20,24,24,22,24,25,26,34,0.6190476190476191,0.8095238095238095,4.126123900596912,7.912563460714677,3.1622776985168457,7.0
FAMILY-15,CHILD,FM015_C4.png,local,37,35,19,0.43732431530952454,0.37619996070861816,0.3907894492149353,27,19,11,10,16,8,9,4,0.24324324324324326,0.10810810810810811,8.890338924196032,7.613903105258942,9.486832618713379,6.609772205352783
FAMILY-15,CHILD,FM015_C5.png,local,31,26,28,0.40061286091804504,0.4078461229801178,0.3551428020000458,20,14,13,11,12,15,13,17,0.41935483870967744,0.5483870967741935,5.987283266507662,8.508718168034273,4.4721360206604,9.05538558959961
FAMILY-15,FATHER,FM015_F1.png,local,46,41,49,0.41441312432289124,0.38607317209243774,0.3863469064235687,32,19,29,14,22,20,21,17,0.45652173913043476,0.3695652173913043,6.938514198575701,8.299276786692003,5.656854152679443,8.602325439453125
