family,member,image,distortion_type,clean_count,distorted_count,rectified_count,clean_quality,distorted_quality,rectified_quality,clean_endings,distorted_endings,rectified_endings,clean_bifurcations,distorted_bifurcations,rectified_bifurcations,distorted_matched,rectified_matched,distorted_match_rate,rectified_match_rate,distorted_mean_distance,rectified_mean_distance,distorted_median_distance,rectified_median_distance
FAMILY-67,CHILD,FM067_C2.png,local,54,68,65,0.3495555818080902,0.36639705300331116,0.38026154041290283,25,38,38,29,30,27,26,24,0.48148148148148145,0.4444444444444444,6.876884698867798,7.790678371985753,5.956857204437256,7.566662788391113
FAMILY-67,CHILD,FM067_C3.png,local,15,12,18,0.346866637468338,0.41616666316986084,0.4008888602256775,9,10,13,6,2,5,7,7,0.4666666666666667,0.4666666666666667,8.366917746407646,7.604001453944615,9.433980941772461,7.280109882354736
FAMILY-67,CHILD,FM067_C4.png,local,27,22,47,0.3691110908985138,0.3529999852180481,0.3601914942264557,14,12,24,13,10,23,8,15,0.2962962962962963,0.5555555555555556,6.916325718164444,7.840088812510173,6.889635801315308,7.071067810058594
FAMILY-67,CHILD,FM067_C5.png,local,42,46,51,0.37138092517852783,0.35008692741394043,0.3090784251689911,27,24,15,15,22,36,18,20,0.42857142857142855,0.47619047619047616,4.851946565839979,7.704557716846466,4.357388257980347,8.27376937866211
FAMILY-67,FATHER,FM067_F1.png,local,8,2,15,0.37675002217292786,0.38499999046325684,0.3974666893482208,6,1,8,2,1,7,1,3,0.125,0.375,3.1622776985168457,4.151870807011922,3.1622776985168457,2.2360680103302
FAMILY-67,FATHER,FM067_F2.png,local,39,43,43,0.340999960899353,0.40930238366127014,0.39855819940567017,17,26,27,22,17,16,20,17,0.5128205128205128,0.4358974358974359,7.178563022613526,7.730194091796875,6.07775354385376,7.211102485656738
FAMILY-67,FATHER,FM067_F3.png,local,36,31,51,0.3189999759197235,0.36867737770080566,0.38780391216278076,13,18,29,23,13,22,15,9,0.4166666666666667,0.25,6.937768602371216,9.744895140329996,6.7082037925720215,10.198039054870605
FAMILY-67,FATHER,FM067_F4.png,local,11,26,19,0.47999998927116394,0.4036153554916382,0.3890526294708252,8,18,9,3,8,10,3,2,0.2727272727272727,0.18181818181818182,4.86851708094279,11.323431015014648,3.605551242828369,11.323431015014648
FAMILY-67,FATHER,FM067_F5.png,local,20,6,17,0.3904999792575836,0.4583333432674408,0.3914705812931061,11,5,9,9,1,8,4,6,0.2,0.3,5.4086034297943115,8.4459969997406,5.2360680103302,7.807535648345947
FAMILY-67,MOTHER,FM067_M1.png,local,18,20,35,0.41188886761665344,0.35749998688697815,0.36708569526672363,13,12,18,5,8,17,0,8,0.0,0.4444444444444444,,7.836634576320648,,5.894144535064697
FAMILY-67,MOTHER,FM067_M2.png,local,43,19,18,0.39791861176490784,0.3409999907016754,0.3422222137451172,27,9,7,16,10,11,5,7,0.11627906976744186,0.16279069767441862,8.266890716552734,11.152779170445033,11.0,11.313708305358887
FAMILY-67,MOTHER,FM067_M3.png,local,13,8,3,0.43661534786224365,0.4399999976158142,0.4950000047683716,11,6,3,2,2,0,0,1,0.0,0.07692307692307693,,5.385164737701416,,5.385164737701416
FAMILY-67,MOTHER,FM067_M4.png,local,54,33,27,0.3141110837459564,0.3969999849796295,0.37603703141212463,24,21,17,30,12,10,13,8,0.24074074074074073,0.14814814814814814,9.022881948030912,7.829957067966461,7.211102485656738,7.6366801261901855
FAMILY-67,MOTHER,FM067_M5.png,local,6,4,6,0.4033333361148834,0.390500009059906,0.38499999046325684,4,3,3,2,1,3,0,1,0.0,0.16666666666666666,,0.0,,0.0
FAMILY-78,CHILD,FM078_C1.png,local,0,0,7,,,0.400714248418808,0,0,4,0,0,3,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C2.png,local,0,0,7,,,0.400714248418808,0,0,4,0,0,3,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C3.png,local,0,4,1,,0.38499999046325684,0.2750000059604645,0,2,0,0,2,1,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C4.png,local,2,2,0,0.2750000059604645,0.7425000071525574,,0,2,0,2,0,0,0,0,0.0,0.0,,,,
FAMILY-78,CHILD,FM078_C5.png,local,0,2,0,,0.2750000059604645,,0,0,0,0,2,0,0,0,0.0,0.0,,,,
FAMILY-78,FATHER,FM078_F1.png,local,8,17,19,0.5362499952316284,0.4429117739200592,0.4660526216030121,5,11,13,3,6,6,4,4,0.5,0.5,7.5339213609695435,11.126250863075256,7.164718389511108,11.550939559936523
FAMILY-78,FATHER,FM078_F2.png,local,5,6,5,0.32339999079704285,0.4216667115688324,0.3189999759197235,2,4,1,3,2,4,3,2,0.6,0.4,6.43187681833903,5.70710676908493,9.0,5.70710676908493
FAMILY-78,FATHER,FM078_F3.png,local,5,5,5,0.5103999972343445,0.30139997601509094,0.4949999749660492,4,2,5,1,3,0,2,3,0.4,0.6,4.7360680103302,6.540410916010539,4.7360680103302,5.385164737701416
FAMILY-78,FATHER,FM078_F4.png,local,0,0,3,,,0.4216666519641876,0,0,2,0,0,1,0,0,0.0,0.0,,,,
FAMILY-78,FATHER,FM078_F5.png,local,0,0,1,,,0.2750000059604645,0,0,0,0,0,1,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M1.png,local,2,2,3,0.2750000059604645,0.7425000071525574,0.4216666519641876,0,2,2,2,0,1,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M2.png,local,3,1,3,0.34833332896232605,0.4950000047683716,0.34833332896232605,1,1,1,2,0,2,0,1,0.0,0.3333333333333333,,14.03566837310791,,14.03566837310791
FAMILY-78,MOTHER,FM078_M3.png,local,3,2,1,0.4216666519641876,0.38499999046325684,0.4950000047683716,2,1,1,1,1,0,0,0,0.0,0.0,,,,
FAMILY-78,MOTHER,FM078_M4.png,local,7,3,7,0.40071433782577515,0.34833332896232605,0.4635713994503021,4,1,6,3,2,1,2,1,0.2857142857142857,0.14285714285714285,3.6426916122436523,1.0,3.6426916122436523,1.0
FAMILY-78,MOTHER,FM078_M5.png,local,3,11,2,0.3556666672229767,0.36899998784065247,0.3959999978542328,2,7,2,1,4,0,3,0,1.0,0.0,9.3091721534729,,9.486832618713379,
FAMILY-9,CHILD,FM009_C1.png,local,7,9,8,0.3850000202655792,0.37522220611572266,0.4124999940395355,4,5,5,3,4,3,3,2,0.42857142857142855,0.2857142857142857,11.327142079671225,5.8698084354400635,11.401754379272461,5.8698084354400635
FAMILY-9,CHILD,FM009_C2.png,local,21,22,23,0.37347617745399475,0.32100000977516174,0.345782607793808,13,8,12,8,14,11,12,12,0.5714285714285714,0.5714285714285714,7.598679145177205,9.125982185204824,7.854101896286011,10.24341630935669
FAMILY-9,CHILD,FM009_C3.png,local,29,34,28,0.40358614921569824,0.3526470363140106,0.3677142560482025,17,17,15,12,17,13,9,7,0.3103448275862069,0.2413793103448276,8.996329969829983,7.796571425029209,9.486832618713379,8.062257766723633
FAMILY-9,CHILD,FM009_C4.png,local,56,57,55,0.38126784563064575,0.41047370433807373,0.34820008277893066,31,38,26,25,19,29,31,31,0.5535714285714286,0.5535714285714286,5.104279368154464,7.096162338410655,4.123105525970459,7.8102498054504395
FAMILY-9,CHILD,FM009_C5.png,local,61,51,61,0.44991812109947205,0.42360788583755493,0.3846393823623657,48,35,38,13,16,23,29,28,0.47540983606557374,0.45901639344262296,6.954904021887944,7.502242190497262,6.4031243324279785,7.071067810058594
FAMILY-9,FATHER,FM009_F1.png,local,47,38,29,0.3690851032733917,0.32710522413253784,0.3334137797355652,22,10,11,25,28,18,18,14,0.3829787234042553,0.2978723404255319,5.3972048163414,8.271137339728218,4.5615527629852295,7.729254961013794
FAMILY-9,FATHER,FM009_F2.png,local,50,40,36,0.3335200250148773,0.3987500071525574,0.38499999046325684,25,23,23,25,17,13,25,22,0.5,0.44,7.711289930343628,6.696428488601338,8.062257766723633,6.454634666442871
FAMILY-9,FATHER,FM009_F3.png,local,68,69,75,0.3875882625579834,0.42437684535980225,0.4589932858943939,44,33,52,24,36,23,40,37,0.5882352941176471,0.5441176470588235,7.416067919135093,7.642794860375894,7.245606184005737,7.071067810058594
FAMILY-9,FATHER,FM009_F4.png,local,77,73,60,0.3655714690685272,0.37746578454971313,0.368316650390625,35,31,27,42,42,33,46,43,0.5974025974025974,0.5584415584415584,7.227470592312191,7.9400047424227695,6.2036590576171875,7.6157732009887695
FAMILY-9,FATHER,FM009_F5.png,local,98,85,86,0.4121631979942322,0.35627061128616333,0.38570356369018555,53,37,45,45,48,41,52,43,0.5306122448979592,0.4387755102040816,7.367808374074789,8.98454207597777,7.071067810058594,8.9442720413208
FAMILY-9,MOTHER,FM009_M1.png,local,11,14,14,0.34700000286102295,0.42742854356765747,0.4022856652736664,5,12,9,6,2,5,3,2,0.2727272727272727,0.18181818181818182,11.35905392964681,9.736076593399048,13.928388595581055,9.736076593399048
FAMILY-9,MOTHER,FM009_M2.png,local,37,28,37,0.32197293639183044,0.3158571422100067,0.33505403995513916,13,8,17,24,20,20,15,17,0.40540540540540543,0.4594594594594595,5.88950842221578,7.650476876427145,4.4721360206604,6.7082037925720215
FAMILY-9,MOTHER,FM009_M3.png,local,40,33,34,0.39311251044273376,0.35233333706855774,0.3584705889225006,22,15,19,18,18,15,20,11,0.5,0.275,8.626994222402573,5.254606658762151,8.801162719726562,5.099019527435303
FAMILY-9,MOTHER,FM009_M4.png,local,27,28,36,0.4131110906600952,0.3677142560482025,0.3727777898311615,21,15,17,6,13,19,5,10,0.18518518518518517,0.37037037037037035,4.370644903182983,7.540755033493042,4.4721360206604,7.1619884967803955
FAMILY-9,MOTHER,FM009_M5.png,local,37,44,51,0.3279188871383667,0.3544999659061432,0.31554901599884033,20,26,20,17,18,31,17,22,0.4594594594594595,0.5945945945945946,8.83554457215702,6.954316811128096,8.9442720413208,6.269577741622925
FAMILY-13,CHILD,FM013_C1.png,bending,57,48,50,0.3564385771751404,0.3630000054836273,0.29721999168395996,29,26,13,28,22,37,23,21,0.40350877192982454,0.3684210526315789,9.108875813691512,9.402548653738839,10.630146026611328,9.05538558959961
FAMILY-13,CHILD,FM013_C2.png,bending,35,26,12,0.33471426367759705,0.3096923232078552,0.33916667103767395,11,7,4,24,19,8,18,7,0.5142857142857142,0.2,8.823395530382792,7.353522505078997,9.137465000152588,7.280109882354736
FAMILY-13,CHILD,FM013_C3.png,bending,23,14,9,0.3759130537509918,0.3378571569919586,0.37888890504837036,12,4,2,11,10,7,7,5,0.30434782608695654,0.21739130434782608,5.859216281345913,8.343515825271606,5.385164737701416,10.816654205322266
FAMILY-13,CHILD,FM013_C4.png,bending,11,4,6,0.4549999535083771,0.4399999976158142,0.31166666746139526,6,3,1,5,1,5,0,0,0.0,0.0,,,,
FAMILY-13,CHILD,FM013_C5.png,bending,24,19,10,0.33916667103767395,0.3876052498817444,0.40149998664855957,8,10,4,16,9,6,11,7,0.4583333333333333,0.2916666666666667,6.3792454979636455,7.122200931821551,5.385164737701416,7.280109882354736
FAMILY-13,FATHER,FM013_F1.png,bending,38,29,24,0.33694732189178467,0.3671724200248718,0.3735416829586029,16,15,9,22,14,15,22,14,0.5789473684210527,0.3684210526315789,8.166501597924666,6.468136668205261,8.773298740386963,5.692582368850708
FAMILY-13,FATHER,FM013_F2.png,bending,48,64,50,0.32770833373069763,0.34031248092651367,0.34627997875213623,19,27,20,29,37,30,31,17,0.6458333333333334,0.3541666666666667,7.272640255189711,9.240760557791766,5.385164737701416,10.770329475402832
FAMILY-13,FATHER,FM013_F3.png,bending,66,74,62,0.3696666955947876,0.35378381609916687,0.3674355149269104,29,33,27,37,41,35,31,38,0.4696969696969697,0.5757575757575758,6.564394535556916,8.587917083188108,6.082762718200684,8.154234409332275
FAMILY-13,FATHER,FM013_F4.png,bending,71,70,57,0.3738451302051544,0.34304293990135193,0.30693861842155457,31,23,14,40,47,43,38,28,0.5352112676056338,0.39436619718309857,7.469535426089638,7.543923948492322,6.5163795948028564,7.447941541671753
FAMILY-13,FATHER,FM013_F5.png,bending,73,53,37,0.3346712589263916,0.37856605648994446,0.4043242931365967,24,25,21,49,28,16,22,15,0.3013698630136986,0.2054794520547945,7.654485030607744,10.816603851318359,7.839015483856201,11.401754379272461
FAMILY-13,MOTHER,FM013_M1.png,bending,54,59,50,0.344870388507843,0.3628135919570923,0.35134002566337585,22,28,22,32,31,28,19,18,0.35185185185185186,0.3333333333333333,9.380415960362082,9.879270043638018,11.180339813232422,10.128581047058105
FAMILY-13,MOTHER,FM013_M2.png,bending,55,57,62,0.3522000312805176,0.3662807047367096,0.37470975518226624,24,29,26,31,28,36,33,26,0.6,0.4727272727272727,8.142374631130334,9.679552559669201,8.062257766723633,10.440306663513184
FAMILY-13,MOTHER,FM013_M3.png,bending,41,44,29,0.4008293151855469,0.406000018119812,0.3182413578033447,23,25,10,18,19,19,21,12,0.5121951219512195,0.2926829268292683,7.597623416355678,9.300947070121765,8.5440034866333,9.486832618713379
FAMILY-13,MOTHER,FM013_M4.png,bending,43,37,33,0.31823253631591797,0.29937833547592163,0.3036666512489319,13,9,9,30,28,24,14,13,0.32558139534883723,0.3023255813953488,9.508182542664665,8.83638651554401,9.74341630935669,9.05538558959961
FAMILY-13,MOTHER,FM013_M5.png,bending,36,20,18,0.3846944570541382,0.3091000020503998,0.36116665601730347,18,5,9,18,15,9,10,12,0.2777777777777778,0.3333333333333333,7.732783651351928,9.855025291442871,8.27200174331665,10.908327102661133
FAMILY-14,CHILD,FM014_C1.png,bending,70,62,69,0.47653573751449585,0.3921855390071869,0.44127535820007324,44,40,43,26,22,26,32,22,0.45714285714285713,0.3142857142857143,8.256720259785652,8.46578696641055,7.839015483856201,9.081908226013184
FAMILY-14,CHILD,FM014_C2.png,bending,44,60,73,0.3917500376701355,0.39893341064453125,0.41845205426216125,19,34,37,25,26,36,24,23,0.5454545454545454,0.5227272727272727,7.6788978179295855,10.02442225165989,6.7082037925720215,11.180339813232422
FAMILY-14,CHILD,FM014_C3.png,bending,43,31,27,0.4699302911758423,0.5056451559066772,0.5072222352027893,25,22,20,18,9,7,24,18,0.5581395348837209,0.4186046511627907,7.267400215069453,10.46781700849533,7.035533905029297,12.041594505310059
FAMILY-14,CHILD,FM014_C4.png,bending,64,29,56,0.4580468535423279,0.3694482445716858,0.4702499806880951,38,11,37,26,18,19,14,20,0.21875,0.3125,9.207330090659005,8.368972849845886,10.514598846435547,8.062257766723633
FAMILY-14,CHILD,FM014_C5.png,bending,80,81,88,0.5264874696731567,0.4592839479446411,0.47712498903274536,54,48,55,26,33,33,39,37,0.4875,0.4625,6.5997553910964575,8.845893743875864,6.324555397033691,8.9442720413208
FAMILY-14,FATHER,FM014_F1.png,bending,106,95,96,0.4269244968891144,0.4384947419166565,0.43186458945274353,42,43,31,64,52,65,57,35,0.5377358490566038,0.330188679245283,7.804491235498796,9.332938391821726,8.0,9.486832618713379
FAMILY-14,FATHER,FM014_F2.png,bending,10,8,11,0.4509999752044678,0.4124999940395355,0.4749999940395355,8,5,10,2,3,1,5,7,0.5,0.7,8.084742546081543,9.479328666414533,7.8102498054504395,12.369317054748535
FAMILY-14,FATHER,FM014_F3.png,bending,24,23,13,0.4271666705608368,0.4280434548854828,0.427307665348053,18,16,9,6,7,4,15,11,0.625,0.4583333333333333,6.367848245302836,7.594022664156827,7.211102485656738,6.324555397033691
FAMILY-14,FATHER,FM014_F4.png,bending,80,55,38,0.381012499332428,0.3728000521659851,0.39513149857521057,27,21,18,53,34,20,35,25,0.4375,0.3125,7.133046368190221,8.3491770362854,5.830951690673828,8.485280990600586
FAMILY-14,FATHER,FM014_F5.png,bending,89,69,24,0.45878657698631287,0.41728267073631287,0.4441250264644623,44,31,16,45,38,8,34,12,0.38202247191011235,0.1348314606741573,7.353690235053792,9.730991244316101,7.6157732009887695,10.128581047058105
FAMILY-14,MOTHER,FM014_M1.png,bending,76,58,38,0.31103944778442383,0.3593965768814087,0.43710532784461975,18,28,28,58,30,10,35,17,0.4605263157894737,0.2236842105263158,7.542230524335589,8.278327030294081,7.280109882354736,7.8102498054504395
FAMILY-14,MOTHER,FM014_M2.png,bending,24,16,4,0.37308335304260254,0.4296875,0.33000001311302185,11,10,1,13,6,3,4,2,0.16666666666666666,0.08333333333333333,6.347515225410461,11.429124355316162,5.612267732620239,11.429124355316162
FAMILY-14,MOTHER,FM014_M3.png,bending,7,7,9,0.4085714519023895,0.400714248418808,0.4118889272212982,3,4,7,4,3,2,3,1,0.42857142857142855,0.14285714285714285,6.352026621500651,2.0,7.6157732009887695,2.0
FAMILY-14,MOTHER,FM014_M4.png,bending,59,64,37,0.30222031474113464,0.355093777179718,0.36924317479133606,12,25,15,47,39,22,28,18,0.4745762711864407,0.3050847457627119,7.164129321064268,8.601844416724312,7.175588846206665,8.650798320770264
FAMILY-14,MOTHER,FM014_M5.png,bending,44,19,37,0.4302500784397125,0.4776315689086914,0.5083783864974976,32,14,28,12,5,9,5,14,0.11363636363636363,0.3181818181818182,7.676723766326904,8.559349707194738,6.324555397033691,6.994156837463379
FAMILY-15,CHILD,FM015_C1.png,bending,64,52,56,0.39909377694129944,0.40467312932014465,0.40248212218284607,30,26,28,34,26,28,28,26,0.4375,0.40625,8.39608884709222,10.444662323364845,9.027692794799805,11.291047096252441
FAMILY-15,CHILD,FM015_C2.png,bending,53,41,36,0.4045095145702362,0.40646347403526306,0.34527772665023804,30,23,13,23,18,23,24,25,0.4528301886792453,0.4716981132075472,6.357597788174947,8.652056007385253,5.692582368850708,8.062257766723633
FAMILY-15,CHILD,FM015_C3.png,bending,42,49,46,0.3716428279876709,0.3910612463951111,0.363956481218338,20,22,20,22,27,26,33,17,0.7857142857142857,0.40476190476190477,6.758847662896821,7.397935895358815,6.0,6.7082037925720215
FAMILY-15,CHILD,FM015_C4.png,bending,37,42,47,0.43732431530952454,0.4211428463459015,0.4180000424385071,27,28,32,10,14,15,19,13,0.5135135135135135,0.35135135135135137,7.377437993099815,7.793567602451031,7.211102485656738,9.219544410705566
FAMILY-15,CHILD,FM015_C5.png,bending,31,28,34,0.40061286091804504,0.4270356595516205,0.4260881841182709,20,19,22,11,9,12,12,18,0.3870967741935484,0.5806451612903226,8.745170215765635,9.951269838545057,9.137465000152588,9.924845218658447
FAMILY-15,FATHER,FM015_F1.png,bending,46,42,31,0.41441312432289124,0.38552379608154297,0.33248382806777954,32,20,11,14,22,20,20,10,0.43478260869565216,0.21739130434782608,8.032106637954712,9.35667281150818,7.671183824539185,9.296939373016357
FAMILY-15,FATHER,FM015_F2.png,bending,14,13,9,0.3732143044471741,0.3723077178001404,0.46444448828697205,5,4,3,9,9,6,4,2,0.2857142857142857,0.14285714285714285,8.932599186897278,3.6225826144218445,8.206287622451782,3.6225826144218445
FAMILY-15,FATHER,FM015_F3.png,bending,2,3,2,0.38499999046325684,0.34833332896232605,0.38499999046325684,1,1,1,1,2,1,1,0,0.5,0.0,12.529964447021484,,12.529964447021484,
FAMILY-15,FATHER,FM015_F4.png,bending,23,12,12,0.4495651423931122,0.3318333327770233,0.3089166581630707,16,5,3,7,7,9,5,3,0.21739130434782608,0.13043478260869565,6.195897340774536,8.30740237236023,3.0,8.5440034866333
FAMILY-15,FATHER,FM015_F5.png,bending,9,9,5,0.43388888239860535,0.4583333432674408,0.4113999903202057,7,8,4,2,1,1,4,1,0.4444444444444444,0.1111111111111111,9.352638721466064,3.0,10.615107536315918,3.0
FAMILY-15,MOTHER,FM015_M1.png,bending,49,27,41,0.41373470425605774,0.4729999601840973,0.420951247215271,32,23,30,17,4,11,15,17,0.30612244897959184,0.3469387755102041,8.088272539774577,8.192554670221666,6.7082037925720215,8.9442720413208
FAMILY-15,MOTHER,FM015_M2.png,bending,19,11,19,0.39194735884666443,0.45500001311302185,0.46142107248306274,16,9,17,3,2,2,7,9,0.3684210526315789,0.47368421052631576,9.331306457519531,7.97985753748152,9.433980941772461,7.071067810058594
FAMILY-15,MOTHER,FM015_M3.png,bending,6,6,2,0.42166662216186523,0.38499999046325684,0.4950000047683716,4,3,2,2,3,0,3,0,0.5,0.0,11.843454043070475,,11.661903381347656,
FAMILY-15,MOTHER,FM015_M4.png,bending,43,31,27,0.41569772362709045,0.4062902629375458,0.4481481611728668,27,24,16,16,7,11,12,15,0.27906976744186046,0.3488372093023256,10.601919372876486,8.656051437060038,11.0,8.0
FAMILY-15,MOTHER,FM015_M5.png,bending,33,24,32,0.4283333122730255,0.40424999594688416,0.4124999940395355,23,16,21,10,8,11,9,11,0.2727272727272727,0.3333333333333333,7.59083190229204,10.826576124538075,6.7082037925720215,10.29563045501709
FAMILY-20,CHILD,FM020_C1.png,bending,4,12,11,0.4399999976158142,0.34833335876464844,0.2850000262260437,3,4,1,1,8,10,1,1,0.25,0.25,14.317821502685547,7.211102485656738,14.317821502685547,7.211102485656738
FAMILY-20,CHILD,FM020_C2.png,bending,1,4,0,0.4950000047683716,0.30250000953674316,,1,1,0,0,3,0,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C3.png,bending,5,2,13,0.45100003480911255,0.4950000047683716,0.3968461751937866,4,2,9,1,0,4,1,1,0.2,0.2,4.0,9.899495124816895,4.0,9.899495124816895
FAMILY-20,CHILD,FM020_C4.png,bending,1,4,3,0.4950000047683716,0.4399999976158142,0.4950000047683716,1,3,3,0,1,0,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C5.png,bending,3,2,2,0.2383333444595337,0.38499999046325684,0.38499999046325684,0,1,1,3,1,1,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F1.png,bending,10,4,2,0.42899999022483826,0.3409999907016754,0.4950000047683716,7,3,2,3,1,0,0,2,0.0,0.2,,12.357463359832764,,12.357463359832764
FAMILY-20,FATHER,FM020_F2.png,bending,10,2,7,0.40700000524520874,0.2750000059604645,0.43214288353919983,6,0,5,4,2,2,0,5,0.0,0.5,,7.687682056427002,,8.9442720413208
FAMILY-20,FATHER,FM020_F3.png,bending,0,0,4,,,0.32999998331069946,0,0,1,0,0,3,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F4.png,bending,16,8,0,0.31212499737739563,0.2750000059604645,,5,0,0,11,8,0,3,0,0.1875,0.0,9.316996415456137,,9.899495124816895,
FAMILY-20,FATHER,FM020_F5.png,bending,3,0,14,0.4216666519641876,,0.26085716485977173,2,0,2,1,0,12,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M1.png,bending,0,1,1,,0.4950000047683716,0.4950000047683716,0,1,1,0,0,0,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M2.png,bending,1,4,5,0.2750000059604645,0.38499999046325684,0.40700000524520874,0,2,3,1,2,2,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M3.png,bending,0,0,1,,,0.2750000059604645,0,0,0,0,0,1,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M4.png,bending,0,0,4,,,0.38499999046325684,0,0,2,0,0,2,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M5.png,bending,1,1,2,0.4950000047683716,0.4950000047683716,0.38499999046325684,1,1,1,0,0,1,0,1,0.0,1.0,,14.560219764709473,,14.560219764709473
FAMILY-23,CHILD,FM023_C1.png,bending,18,9,19,0.4033333361148834,0.42166668176651,0.3630000054836273,11,6,9,7,3,10,4,5,0.2222222222222222,0.2777777777777778,8.996651649475098,10.574453926086425,9.13014841079712,10.0
FAMILY-23,CHILD,FM023_C2.png,bending,2,14,5,0.38499999046325684,0.4494285583496094,0.3497999906539917,1,12,4,1,2,1,1,0,0.5,0.0,9.219544410705566,,9.219544410705566,
FAMILY-23,CHILD,FM023_C3.png,bending,13,4,10,0.4103845953941345,0.38499999046325684,0.4509999752044678,8,2,8,5,2,2,2,5,0.15384615384615385,0.38461538461538464,10.882411479949951,10.028687286376954,10.882411479949951,9.219544410705566
FAMILY-23,CHILD,FM023_C4.png,bending,7,5,3,0.4635713994503021,0.32339996099472046,0.3556666672229767,6,2,2,1,3,1,0,1,0.0,0.14285714285714285,,14.764822959899902,,14.764822959899902
FAMILY-23,CHILD,FM023_C5.png,bending,5,5,3,0.3630000054836273,0.36739999055862427,0.4216666519641876,2,3,2,3,2,1,1,0,0.2,0.0,6.082762718200684,,6.082762718200684,
FAMILY-23,FATHER,FM023_F1.png,bending,25,22,22,0.3515600264072418,0.343999981880188,0.3410000205039978,12,12,9,13,10,13,14,9,0.56,0.36,7.045494079589844,7.809477170308431,6.9701642990112305,7.071067810058594
FAMILY-23,FATHER,FM023_F2.png,bending,44,37,41,0.38850003480911255,0.407297283411026,0.4153171181678772,20,22,28,24,15,13,22,22,0.5,0.5,7.364215460690585,8.81520390510559,5.854860067367554,8.866521835327148
FAMILY-23,FATHER,FM023_F3.png,bending,58,54,29,0.4612414240837097,0.37522226572036743,0.4362068474292755,37,27,19,21,27,10,31,17,0.5344827586206896,0.29310344827586204,8.358862980719536,8.546650290489197,8.062257766723633,8.0
FAMILY-23,FATHER,FM023_F4.png,bending,29,27,30,0.4240688979625702,0.41107407212257385,0.4363332688808441,23,19,22,6,8,8,7,15,0.2413793103448276,0.5172413793103449,6.754404578890119,9.011669603983561,6.7082037925720215,9.219544410705566
FAMILY-23,FATHER,FM023_F5.png,bending,81,75,63,0.5313950181007385,0.4746132791042328,0.4756190776824951,63,53,43,18,22,20,47,31,0.5802469135802469,0.38271604938271603,6.367829890961342,8.619059774183459,5.385164737701416,8.485280990600586
FAMILY-23,MOTHER,FM023_M1.png,bending,61,45,42,0.506901741027832,0.4187334179878235,0.40071427822113037,43,26,24,18,19,18,23,16,0.3770491803278688,0.26229508196721313,7.33028625405353,7.967060148715973,7.280109882354736,7.941217660903931
FAMILY-23,MOTHER,FM023_M2.png,bending,18,24,15,0.4045555591583252,0.41341665387153625,0.37913331389427185,12,16,8,6,8,7,10,10,0.5555555555555556,0.5555555555555556,9.09632649421692,7.347071886062622,7.671183824539185,6.576915264129639
FAMILY-23,MOTHER,FM023_M3.png,bending,16,13,13,0.4633750021457672,0.4421153664588928,0.33000004291534424,11,7,3,5,6,10,6,5,0.375,0.3125,5.91682763894399,8.613593292236327,5.035533905029297,8.062257766723633
FAMILY-23,MOTHER,FM023_M4.png,bending,18,10,31,0.4228888750076294,0.4509999752044678,0.46022579073905945,13,8,27,5,2,4,9,4,0.5,0.2222222222222222,6.226898590723674,8.81936001777649,6.4031243324279785,8.332291603088379
FAMILY-23,MOTHER,FM023_M5.png,bending,9,13,24,0.3776666820049286,0.37315383553504944,0.4115833342075348,6,9,19,3,4,5,2,3,0.2222222222222222,0.3333333333333333,5.701562166213989,9.914084911346436,5.701562166213989,12.165525436401367
FAMILY-36,CHILD,FM036_C1.png,bending,3,0,0,0.4216666519641876,,,2,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C2.png,bending,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C3.png,bending,1,0,1,0.2750000059604645,,0.2750000059604645,0,0,0,1,0,1,0,1,0.0,1.0,,8.485280990600586,,8.485280990600586
FAMILY-36,CHILD,FM036_C4.png,bending,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C5.png,bending,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F1.png,bending,11,2,4,0.4400000274181366,0.6324999928474426,0.6187499761581421,6,1,4,5,1,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F2.png,bending,2,1,0,0.38499999046325684,0.4950000047683716,,1,1,0,1,0,0,1,0,0.5,0.0,2.0,,2.0,
